week,year,month,season,category,search_index,search_growth,momentum_4w,keyword_frequency,brand_popularity,avg_price,avg_rating,cotton_ratio,printed_ratio,oversized_ratio,pastel_ratio,dark_ratio,bright_ratio,pattern_printed_ratio,pattern_plain_ratio,image_count,availability_count,discount_avg,new_arrival_ratio,trend_label,next_week_search
113,2023,5,Summer,Streetwear,70.82,0.1628899835796387,67.28,204,0.73,1812.25,3.59,0.46,0.57,0.07,0.68,0.74,0.0,0.57,0.43,338,359,0.16,0.39,2,64.2
114,2023,5,Summer,Streetwear,64.2,-0.09347641909065219,65.4425,210,0.71,1451.26,4.31,0.14,0.12,0.09,0.37,0.13,0.5,0.12,0.88,274,297,0.23,0.03,0,66.39
115,2023,5,Summer,Streetwear,66.39,0.034112149532710134,65.5775,196,0.78,1965.06,4.02,0.08,0.28,0.04,0.11,0.51,0.38,0.28,0.72,261,341,0.15,0.58,1,69.35
116,2023,5,Summer,Streetwear,69.35,0.044585027865642335,67.69,194,0.74,1545.03,4.15,0.32,0.31,0.08,0.79,0.18,0.03,0.31,0.69,301,333,0.25,0.17,1,67.33
117,2023,6,Monsoon,Streetwear,67.33,-0.02912761355443394,66.8175,205,0.66,1685.9,3.96,0.44,0.54,0.16,0.57,0.18,0.25,0.54,0.46,265,352,0.25,0.4,1,63.71
118,2023,6,Monsoon,Streetwear,63.71,-0.053765037873162,66.69500000000001,188,0.69,1740.81,3.72,0.18,0.45,0.01,0.27,0.36,0.37,0.45,0.55,252,363,0.08,0.21,0,65.69
119,2023,6,Monsoon,Streetwear,65.69,0.031078323654057494,66.52,207,0.54,1580.8,4.07,0.29,0.07,0.39,0.17,0.59,0.24,0.07,0.93,277,333,0.22,0.38,1,67.9
120,2023,6,Monsoon,Streetwear,67.9,0.0336428680164409,66.1575,209,0.76,1682.19,3.92,0.41,0.33,0.02,0.41,0.33,0.26,0.33,0.67,321,313,0.17,0.16,1,70.89
121,2023,7,Monsoon,Streetwear,70.89,0.04403534609720161,67.0475,226,0.56,1694.55,3.93,0.27,0.42,0.27,0.86,0.14,0.0,0.42,0.58,286,375,0.3,0.13,1,65.06
122,2023,7,Monsoon,Streetwear,65.06,-0.08224009028071655,67.385,190,0.86,2076.48,4.24,0.28,0.57,0.32,0.14,0.3,0.56,0.57,0.43,258,349,0.22,0.28,0,67.49
123,2023,7,Monsoon,Streetwear,67.49,0.037350138333845484,67.83500000000001,209,0.39,1796.79,4.08,0.38,0.21,0.08,0.23,0.17,0.6,0.21,0.79,310,306,0.17,0.29,1,75.51
124,2023,7,Monsoon,Streetwear,75.51,0.11883241961772129,69.7375,231,0.38,1481.22,3.88,0.27,0.18,0.02,0.73,0.35,0.0,0.18,0.82,302,339,0.18,0.24,2,64.66
125,2023,8,Monsoon,Streetwear,64.66,-0.14368957753939882,68.18,194,0.62,1778.92,4.21,0.13,0.3,0.15,0.13,0.08,0.79,0.3,0.7,258,376,0.13,0.12,0,67.09
126,2023,8,Monsoon,Streetwear,67.09,0.037581193937519464,68.6875,197,0.55,1814.57,3.95,0.05,0.7,0.08,0.34,0.45,0.21,0.7,0.3,267,323,0.24,0.12,1,68.57
127,2023,8,Monsoon,Streetwear,68.57,0.02205991951110442,68.9575,210,0.42,1710.25,3.88,0.17,0.38,0.0,0.33,0.17,0.5,0.38,0.62,288,317,0.1,0.21,1,71.05
128,2023,8,Monsoon,Streetwear,71.05,0.036167420154586516,67.8425,230,0.69,1534.03,4.54,0.28,0.26,0.0,0.06,0.09,0.85,0.26,0.74,311,329,0.13,0.17,1,73.47
129,2023,9,Autumn,Streetwear,73.47,0.03406052076002819,70.04499999999999,210,0.64,2068.49,4.45,0.22,0.04,0.21,0.64,0.39,0.0,0.04,0.96,310,311,0.25,0.25,1,67.19
130,2023,9,Autumn,Streetwear,67.19,-0.08547706546889888,70.07,212,0.48,1963.0,3.84,0.4,0.64,0.08,0.41,0.03,0.56,0.64,0.36,283,319,0.14,0.45,0,71.29
131,2023,9,Autumn,Streetwear,71.29,0.061020985265664685,70.75,209,0.69,1311.67,3.74,0.34,0.37,0.08,0.67,0.18,0.15,0.37,0.63,236,337,0.2,0.26,2,67.67
132,2023,9,Autumn,Streetwear,67.67,-0.05077851031000147,69.905,206,0.55,1545.71,4.06,0.16,0.64,0.14,0.09,0.41,0.5,0.64,0.36,292,364,0.19,0.19,0,70.03
133,2023,10,Autumn,Streetwear,70.03,0.03487512930397507,69.045,214,0.8,1482.8,3.87,0.28,0.31,0.03,0.21,0.82,0.0,0.31,0.69,308,339,0.31,0.21,1,67.66
134,2023,10,Autumn,Streetwear,67.66,-0.03384263886905614,69.1625,193,0.85,1968.63,4.16,0.38,0.15,0.06,0.5,0.83,0.0,0.15,0.85,295,361,0.17,0.23,1,66.27
135,2023,10,Autumn,Streetwear,66.27,-0.020543895950339897,67.9075,187,0.46,1758.72,4.14,0.29,0.3,0.07,0.46,0.66,0.0,0.3,0.7,247,358,0.16,0.3,1,67.96
136,2023,10,Autumn,Streetwear,67.96,0.025501735325184738,67.97999999999999,198,0.42,1753.14,4.78,0.06,0.6,0.2,0.7,0.43,0.0,0.6,0.4,275,350,0.16,0.34,1,74.6
137,2023,11,Autumn,Streetwear,74.6,0.09770453207769281,69.1225,221,0.8,1681.18,3.57,0.32,0.36,0.18,0.54,0.44,0.02,0.36,0.64,311,329,0.16,0.25,2,69.36
138,2023,11,Autumn,Streetwear,69.36,-0.07024128686327069,69.5475,208,0.6,2068.16,4.26,0.35,0.48,0.15,0.32,0.4,0.28,0.48,0.52,308,362,0.15,0.44,0,72.1
139,2023,11,Autumn,Streetwear,72.1,0.039504036908881046,71.005,231,0.44,1525.39,4.3,0.26,0.12,0.05,0.39,0.22,0.39,0.12,0.88,269,380,0.09,0.46,1,70.01
140,2023,11,Autumn,Streetwear,70.01,-0.028987517337031754,71.5175,198,0.33,1767.25,4.17,0.29,0.67,0.37,0.33,0.19,0.48,0.67,0.33,269,328,0.17,0.39,1,63.89
141,2023,12,Winter,Streetwear,63.89,-0.08741608341665486,68.84,186,0.7,1846.21,3.78,0.07,0.21,0.43,0.55,0.15,0.3,0.21,0.79,296,344,0.2,0.17,0,74.71
142,2023,12,Winter,Streetwear,74.71,0.16935357645953975,70.1775,223,0.5,1879.43,4.23,0.11,0.37,0.04,0.51,0.53,0.0,0.37,0.63,296,346,0.22,0.48,2,74.11
143,2023,12,Winter,Streetwear,74.11,-0.008031053406505118,70.68,225,0.89,1919.32,4.31,0.6,0.16,0.06,0.5,0.45,0.05,0.16,0.84,300,328,0.17,0.35,1,68.83
144,2023,12,Winter,Streetwear,68.83,-0.07124544595871007,70.38499999999999,202,0.55,1893.12,3.76,0.51,0.24,0.47,0.46,0.22,0.32,0.24,0.76,301,320,0.23,0.11,0,71.62
145,2024,1,Winter,Streetwear,71.62,0.04053465058840633,72.3175,215,0.57,1386.76,3.9,0.22,0.52,0.05,0.77,0.67,0.0,0.52,0.48,300,385,0.36,0.44,1,73.25
146,2024,1,Winter,Streetwear,73.25,0.0227590058642837,71.9525,213,0.47,2014.02,3.83,0.33,0.29,0.2,0.38,0.12,0.5,0.29,0.71,320,316,0.23,0.33,1,70.11
147,2024,1,Winter,Streetwear,70.11,-0.0428668941979522,70.9525,187,0.52,1615.1,3.67,0.27,0.24,0.31,0.53,0.65,0.0,0.24,0.76,288,388,0.26,0.06,1,68.02
148,2024,1,Winter,Streetwear,68.02,-0.02981029810298108,70.75,221,0.48,1513.83,4.3,0.45,0.28,0.08,0.22,0.73,0.05,0.28,0.72,258,341,0.18,0.29,1,72.12
149,2024,2,Winter,Streetwear,72.12,0.06027638929726553,70.875,207,0.32,1714.89,4.26,0.04,0.23,0.06,0.29,0.37,0.34,0.23,0.77,298,344,0.24,0.25,2,70.92
150,2024,2,Winter,Streetwear,70.92,-0.016638935108153063,70.2925,201,0.36,1950.78,4.04,0.26,0.32,0.4,0.3,0.42,0.28,0.32,0.68,329,351,0.07,0.14,1,74.63
151,2024,2,Winter,Streetwear,74.63,0.052312464749012966,71.4225,205,0.5,1519.02,4.45,0.3,0.12,0.29,0.21,0.37,0.42,0.12,0.88,277,366,0.29,0.21,2,72.35
152,2024,2,Winter,Streetwear,72.35,-0.030550716869891525,72.505,222,0.46,1898.8,3.85,0.46,0.42,0.16,0.41,0.24,0.35,0.42,0.58,308,339,0.26,0.23,1,74.76
153,2024,3,Summer,Streetwear,74.76,0.03331029716655154,73.16499999999999,221,0.38,1767.19,3.97,0.12,0.37,0.34,0.74,0.5,0.0,0.37,0.63,329,396,0.19,0.11,1,73.56
154,2024,3,Summer,Streetwear,73.56,-0.0160513643659711,73.82499999999999,194,0.65,1633.33,4.32,0.16,0.65,0.12,0.49,0.3,0.21,0.65,0.35,323,338,0.23,0.05,1,75.0
155,2024,3,Summer,Streetwear,75.0,0.019575856443719397,73.91749999999999,223,0.62,2141.19,4.39,0.08,0.3,0.1,0.69,0.53,0.0,0.3,0.7,272,329,0.17,0.09,1,76.51
156,2024,3,Summer,Streetwear,76.51,0.020133333333333336,74.95750000000001,225,0.53,1526.19,4.4,0.15,0.46,0.02,0.89,0.7,0.0,0.46,0.54,312,328,0.27,0.36,1,71.36
157,2024,4,Summer,Streetwear,71.36,-0.06731146255391462,74.1075,207,0.56,1631.17,4.27,0.18,0.12,0.08,0.15,0.54,0.31,0.12,0.88,323,339,0.23,0.66,0,77.36
158,2024,4,Summer,Streetwear,77.36,0.0840807174887892,75.0575,228,0.64,1693.99,4.52,0.39,0.5,0.15,0.16,0.87,0.0,0.5,0.5,303,385,0.12,0.05,2,76.64
159,2024,4,Summer,Streetwear,76.64,-0.009307135470527417,75.4675,230,0.46,1882.56,4.63,0.3,0.52,0.11,0.76,0.25,0.0,0.52,0.48,291,394,0.17,0.4,1,74.25
160,2024,4,Summer,Streetwear,74.25,-0.03118475991649272,74.9025,235,0.38,1698.39,4.74,0.11,0.36,0.08,0.13,0.05,0.82,0.36,0.64,319,396,0.19,0.2,1,75.83
161,2024,5,Summer,Streetwear,75.83,0.021279461279461342,76.02,227,0.71,5988.92,3.87,0.21,0.46,0.06,0.28,0.43,0.29,0.46,0.54,316,402,0.23,0.12,1,76.88
162,2024,5,Summer,Streetwear,76.88,0.013846762495054676,75.89999999999999,237,0.6,1816.11,3.77,0.08,0.4,0.25,0.22,0.81,0.0,0.4,0.6,274,351,0.22,0.23,1,75.59
163,2024,5,Summer,Streetwear,75.59,-0.016779396462018648,75.6375,235,0.6,1976.35,4.54,0.2,0.24,0.14,0.45,0.5,0.05,0.24,0.76,310,325,0.18,0.07,1,74.44
164,2024,5,Summer,Streetwear,74.44,-0.01521365259955032,75.685,206,0.83,1793.28,4.29,0.37,0.67,0.12,0.33,0.49,0.18,0.67,0.33,301,355,0.17,0.53,1,75.03
165,2024,6,Monsoon,Streetwear,75.03,0.00792584631918336,75.485,235,0.79,1574.05,4.19,0.35,0.12,0.18,0.52,0.72,0.0,0.12,0.88,309,336,0.21,0.24,1,74.15
166,2024,6,Monsoon,Streetwear,74.15,-0.011728641876582624,74.80250000000001,237,0.79,1936.53,3.86,0.15,0.2,0.0,0.41,0.3,0.29,0.2,0.8,302,356,0.22,0.37,1,75.46
167,2024,6,Monsoon,Streetwear,75.46,0.017666891436277643,74.77,219,0.68,1610.95,3.15,0.14,0.62,0.19,0.07,0.75,0.18,0.62,0.38,261,373,0.22,0.25,1,82.73
168,2024,6,Monsoon,Streetwear,82.73,0.0963424330771272,76.8425,259,0.51,1794.61,4.48,0.38,0.32,0.18,0.54,0.14,0.32,0.32,0.68,310,317,0.19,0.05,2,77.35
169,2024,7,Monsoon,Streetwear,77.35,-0.06503082315967612,77.4225,234,0.89,1688.14,4.29,0.48,0.58,0.16,0.69,0.49,0.0,0.58,0.42,295,320,0.18,0.23,0,76.5
170,2024,7,Monsoon,Streetwear,76.5,-0.01098901098901095,78.00999999999999,232,0.88,1788.07,4.36,0.76,0.45,0.11,0.11,0.12,0.77,0.45,0.55,301,346,0.23,0.1,1,76.85
171,2024,7,Monsoon,Streetwear,76.85,0.004575163398692794,78.3575,244,0.7,2080.3,4.23,0.03,0.5,0.12,0.64,0.55,0.0,0.5,0.5,288,364,0.17,0.05,1,79.43
172,2024,7,Monsoon,Streetwear,79.43,0.03357189329863397,77.5325,220,0.72,1590.51,3.94,0.27,0.4,0.17,0.13,0.53,0.34,0.4,0.6,269,377,0.15,0.32,1,85.42
173,2024,8,Monsoon,Streetwear,85.42,0.07541231272818827,79.55000000000001,262,0.44,2026.41,4.33,0.16,0.25,0.52,0.35,0.48,0.17,0.25,0.75,314,378,0.15,0.19,2,72.42
174,2024,8,Monsoon,Streetwear,72.42,-0.15218918286115668,78.53,220,0.77,1515.46,3.87,0.24,0.61,0.23,0.45,0.46,0.09,0.61,0.39,263,323,0.26,0.35,0,73.36
175,2024,8,Monsoon,Streetwear,73.36,0.012979839823253236,77.6575,199,0.37,1668.39,3.89,0.35,0.47,0.06,0.47,0.04,0.49,0.47,0.53,285,358,0.14,0.06,1,81.46
176,2024,8,Monsoon,Streetwear,81.46,0.11041439476553983,78.16499999999999,239,0.35,1708.44,3.78,0.13,0.1,0.14,0.3,0.21,0.49,0.1,0.9,319,383,0.14,0.21,2,77.32
177,2024,9,Autumn,Streetwear,77.32,-0.050822489565430895,76.14,222,0.71,1828.02,4.11,0.47,0.09,0.01,0.22,0.57,0.21,0.09,0.91,307,311,0.2,0.26,0,76.46
178,2024,9,Autumn,Streetwear,76.46,-0.01112260734609416,77.14999999999999,240,0.51,1516.32,3.72,0.52,0.49,0.03,0.21,0.46,0.33,0.49,0.51,283,383,0.1,0.35,1,75.26
179,2024,9,Autumn,Streetwear,75.26,-0.015694480774260944,77.625,227,0.46,1789.49,4.16,0.08,0.35,0.12,0.38,0.63,0.0,0.35,0.65,302,372,0.19,0.14,1,72.3
180,2024,9,Autumn,Streetwear,72.3,-0.03933032155195337,75.33500000000001,216,0.46,1448.67,4.15,0.23,0.43,0.11,0.37,0.23,0.4,0.43,0.57,291,370,0.26,0.06,1,82.28
181,2024,10,Autumn,Streetwear,82.28,0.13803596127247575,76.575,242,0.83,1982.4,3.91,0.55,0.15,0.21,0.2,0.63,0.17,0.15,0.85,350,320,0.24,0.25,2,79.1
182,2024,10,Autumn,Streetwear,79.1,-0.038648517258143,77.235,239,0.39,2049.88,4.17,0.25,0.67,0.16,0.51,0.03,0.46,0.67,0.33,286,341,0.25,0.16,1,70.26
183,2024,10,Autumn,Streetwear,70.26,-0.111757269279393,75.985,205,0.5,2016.98,3.97,0.2,0.41,0.1,0.11,0.41,0.48,0.41,0.59,264,390,0.2,0.35,0,81.57
184,2024,10,Autumn,Streetwear,81.57,0.16097352690008515,78.3025,244,0.33,1960.1,3.51,0.29,0.24,0.17,0.19,0.37,0.44,0.24,0.76,333,356,0.3,0.3,2,74.31
185,2024,11,Autumn,Streetwear,74.31,-0.08900331004045592,76.31,232,0.84,1656.65,3.79,0.08,0.12,0.01,0.7,0.63,0.0,0.12,0.88,304,341,0.15,0.24,0,79.18
186,2024,11,Autumn,Streetwear,79.18,0.06553626698963799,76.33,225,0.9,1755.67,4.74,0.51,0.36,0.0,0.32,0.04,0.64,0.36,0.64,288,331,0.17,0.29,2,81.31
187,2024,11,Autumn,Streetwear,81.31,0.026900732508209124,79.0925,237,0.71,1380.97,4.0,0.21,0.1,0.24,0.65,0.4,0.0,0.1,0.9,285,361,0.21,0.3,1,73.65
188,2024,11,Autumn,Streetwear,73.65,-0.0942073545689337,77.11250000000001,236,0.54,1682.92,4.15,0.15,0.29,0.47,0.69,0.52,0.0,0.29,0.71,309,347,0.11,0.39,0,76.12
189,2024,12,Winter,Streetwear,76.12,0.033536999321113425,77.56500000000001,252,0.76,1850.78,4.29,0.55,0.34,0.12,0.64,0.36,0.0,0.34,0.66,333,331,0.21,0.1,1,76.97
190,2024,12,Winter,Streetwear,76.97,0.011166579085654105,77.0125,217,0.42,2061.69,3.75,0.33,0.8,0.69,0.61,0.25,0.14,0.8,0.2,295,331,0.07,0.17,1,82.86
191,2024,12,Winter,Streetwear,82.86,0.07652332077432766,77.4,237,0.35,1688.51,3.86,0.78,0.71,0.03,0.34,0.13,0.53,0.71,0.29,339,331,0.25,0.05,2,74.34
192,2024,12,Winter,Streetwear,74.34,-0.10282404055032579,77.57249999999999,205,0.38,2127.02,4.04,0.43,0.05,0.49,0.48,0.42,0.1,0.05,0.95,296,309,0.15,0.07,0,78.81
193,2025,1,Winter,Streetwear,78.81,0.06012913640032291,78.245,232,0.36,1454.28,4.16,0.25,0.22,0.02,0.23,0.59,0.18,0.22,0.78,301,331,0.19,0.06,2,77.76
194,2025,1,Winter,Streetwear,77.76,-0.013323182337266815,78.44250000000001,224,0.73,2659.77,3.75,0.27,0.31,0.18,0.21,0.22,0.57,0.31,0.69,292,380,0.23,0.05,1,80.07
195,2025,1,Winter,Streetwear,80.07,0.029706790123456672,77.745,231,0.6,1775.2,4.05,0.44,0.33,0.07,0.39,0.16,0.45,0.33,0.67,316,334,0.14,0.32,1,80.27
196,2025,1,Winter,Streetwear,80.27,0.0024978144123892765,79.22749999999999,255,0.54,1446.69,4.01,0.2,0.74,0.04,0.69,0.29,0.02,0.74,0.26,312,340,0.13,0.25,1,80.3
197,2025,2,Winter,Streetwear,80.3,0.00037373863211653813,79.6,224,0.61,1596.62,3.5,0.09,0.21,0.07,0.34,0.18,0.48,0.21,0.79,307,340,0.26,0.31,1,82.64
198,2025,2,Winter,Streetwear,82.64,0.029140722291407295,80.82,251,0.33,1467.69,3.96,0.88,0.33,0.1,0.59,0.23,0.18,0.33,0.67,297,359,0.19,0.17,1,77.48
199,2025,2,Winter,Streetwear,77.48,-0.06243949661181025,80.1725,233,0.58,2056.62,4.45,0.36,0.39,0.06,0.43,0.26,0.31,0.39,0.61,320,321,0.17,0.23,0,77.87
200,2025,2,Winter,Streetwear,77.87,0.005033557046979942,79.5725,221,0.58,1879.27,3.94,0.47,0.64,0.15,0.25,0.1,0.65,0.64,0.36,318,329,0.19,0.24,1,80.57
201,2025,3,Summer,Streetwear,80.57,0.034673173237446786,79.64,230,0.8,1632.12,3.98,0.43,0.52,0.08,0.29,0.45,0.26,0.52,0.48,326,342,0.18,0.13,1,84.87
202,2025,3,Summer,Streetwear,84.87,0.053369740598237625,80.1975,253,0.69,1208.59,3.8,0.12,0.22,0.14,0.66,0.4,0.0,0.22,0.78,306,336,0.25,0.6,2,82.88
203,2025,3,Summer,Streetwear,82.88,-0.023447625780605774,81.5475,247,0.49,1880.1,4.21,0.55,0.14,0.02,0.08,0.25,0.67,0.14,0.86,333,366,0.2,0.39,1,83.54
204,2025,3,Summer,Streetwear,83.54,0.007963320463320489,82.965,271,0.52,2123.38,3.94,0.32,0.09,0.02,0.51,0.29,0.2,0.09,0.91,346,346,0.25,0.16,1,79.63
205,2025,4,Summer,Streetwear,79.63,-0.04680392626286822,82.72999999999999,235,0.76,2365.26,4.0,0.09,0.01,0.31,0.21,0.77,0.02,0.01,0.99,298,362,0.13,0.31,1,81.9
206,2025,4,Summer,Streetwear,81.9,0.02850684415421334,81.9875,228,0.79,1870.26,3.96,0.2,0.12,0.07,0.32,0.54,0.14,0.12,0.88,312,368,0.14,0.28,1,78.96
207,2025,4,Summer,Streetwear,78.96,-0.03589743589743599,81.0075,242,0.57,1795.91,3.84,0.2,0.57,0.22,0.65,0.14,0.21,0.57,0.43,317,356,0.26,0.09,1,77.26
208,2025,4,Summer,Streetwear,77.26,-0.021529888551165,79.4375,230,0.76,1929.17,3.4,0.68,0.3,0.01,0.28,0.42,0.3,0.3,0.7,332,318,0.18,0.21,1,74.81
209,2025,5,Summer,Streetwear,74.81,-0.03171110535852972,78.2325,224,0.86,1717.83,4.22,0.03,0.16,0.12,0.29,0.44,0.27,0.16,0.84,287,355,0.15,0.13,1,80.46
210,2025,5,Summer,Streetwear,80.46,0.07552466247827816,77.8725,256,0.64,1786.47,4.35,0.41,0.13,0.13,0.52,0.17,0.31,0.13,0.87,323,377,0.15,0.4,2,85.79
211,2025,5,Summer,Streetwear,85.79,0.06624409644543894,79.58000000000001,263,0.88,1763.38,3.66,0.13,0.34,0.1,0.59,0.53,0.0,0.34,0.66,311,404,0.27,0.09,2,83.67
212,2025,5,Summer,Streetwear,83.67,-0.024711504837393705,81.1825,243,0.36,1767.91,4.09,0.41,0.37,0.19,0.65,0.39,0.0,0.37,0.63,296,369,0.23,0.14,1,80.29
213,2025,6,Monsoon,Streetwear,80.29,-0.04039679694036091,82.55250000000001,251,0.74,1533.16,4.1,0.28,0.12,0.18,0.22,0.46,0.32,0.12,0.88,282,350,0.16,0.22,1,81.66
214,2025,6,Monsoon,Streetwear,81.66,0.017063146095404047,82.8525,246,0.32,1666.46,4.02,0.04,0.27,0.05,0.35,0.25,0.4,0.27,0.73,307,345,0.1,0.19,1,81.6
215,2025,6,Monsoon,Streetwear,81.6,-0.0007347538574578039,81.805,244,0.34,1894.27,4.15,0.54,0.44,0.14,0.35,0.76,0.0,0.44,0.56,277,372,0.19,0.31,1,79.27
216,2025,6,Monsoon,Streetwear,79.27,-0.02855392156862746,80.705,233,0.47,2018.09,3.93,0.11,0.35,0.33,0.28,0.09,0.63,0.35,0.65,297,370,0.21,0.21,1,81.93
217,2025,7,Monsoon,Streetwear,81.93,0.033556200327993,81.115,244,0.76,1364.39,4.08,0.18,0.13,0.07,0.52,0.65,0.0,0.13,0.87,296,383,0.19,0.42,1,85.42
218,2025,7,Monsoon,Streetwear,85.42,0.042597339191993155,82.055,238,0.58,2108.77,3.82,0.33,0.38,0.01,0.17,0.51,0.32,0.38,0.62,304,377,0.19,0.01,1,81.06
219,2025,7,Monsoon,Streetwear,81.06,-0.051041910559587955,81.92,248,0.55,1815.23,4.71,0.38,0.25,0.19,0.33,0.45,0.22,0.25,0.75,319,322,0.21,0.07,0,85.73
220,2025,7,Monsoon,Streetwear,85.73,0.05761164569454724,83.53500000000001,256,0.6,1989.63,4.05,0.42,0.06,0.21,0.7,0.3,0.0,0.06,0.94,323,400,0.12,0.15,2,86.25
221,2025,8,Monsoon,Streetwear,86.25,0.006065554648314375,84.61500000000001,242,0.5,2042.32,4.71,0.21,0.36,0.35,0.37,0.59,0.04,0.36,0.64,314,370,0.31,0.1,1,84.14
222,2025,8,Monsoon,Streetwear,84.14,-0.024463768115941975,84.295,238,0.43,1645.09,3.72,0.06,0.19,0.01,0.64,0.57,0.0,0.19,0.81,296,350,0.24,0.12,1,84.36
223,2025,8,Monsoon,Streetwear,84.36,0.0026146898027097354,85.12,259,0.54,1759.14,4.48,0.31,0.43,0.11,0.73,0.15,0.12,0.43,0.57,303,383,0.2,0.18,1,83.09
224,2025,8,Monsoon,Streetwear,83.09,-0.015054528212422924,84.46,251,0.59,1817.18,4.11,0.22,0.24,0.01,0.39,0.55,0.06,0.24,0.76,304,368,0.17,0.13,1,89.4
225,2025,9,Autumn,Streetwear,89.4,0.07594174990973634,85.2475,253,0.41,1778.78,4.18,0.34,0.37,0.02,0.48,0.46,0.06,0.37,0.63,351,397,0.34,0.47,2,87.25
226,2025,9,Autumn,Streetwear,87.25,-0.024049217002237167,86.025,264,0.53,1919.08,4.02,0.17,0.16,0.43,0.17,0.68,0.15,0.16,0.84,349,401,0.21,0.29,1,81.97
227,2025,9,Autumn,Streetwear,81.97,-0.060515759312320894,85.4275,244,0.63,7469.29,3.46,0.23,0.47,0.11,0.66,0.36,0.0,0.47,0.53,330,417,0.15,0.09,0,83.16
228,2025,9,Autumn,Streetwear,83.16,0.014517506404782221,85.44500000000001,263,0.72,1545.26,4.14,0.11,0.38,0.28,0.4,0.45,0.15,0.38,0.62,338,384,0.25,0.49,1,82.33
229,2025,10,Autumn,Streetwear,82.33,-0.009980759980759979,83.6775,237,0.62,1782.64,4.45,0.09,0.63,0.02,0.72,0.74,0.0,0.63,0.37,298,346,0.19,0.06,1,87.86
230,2025,10,Autumn,Streetwear,87.86,0.06716871128385771,83.83,250,0.56,1596.98,4.13,0.29,0.19,0.28,0.11,0.62,0.27,0.19,0.81,326,398,0.27,0.15,2,86.94
231,2025,10,Autumn,Streetwear,86.94,-0.010471204188481686,85.0725,284,0.44,2019.88,4.04,0.1,0.72,0.07,0.31,0.02,0.67,0.72,0.28,318,401,0.09,0.46,1,87.43
232,2025,10,Autumn,Streetwear,87.43,0.005636070853462183,86.14,264,0.71,2104.14,3.95,0.13,0.19,0.23,0.24,0.35,0.41,0.19,0.81,334,412,0.12,0.24,1,82.5
233,2025,11,Autumn,Streetwear,82.5,-0.056387967516870696,86.1825,233,0.8,7230.96,3.83,0.41,0.5,0.0,0.37,0.61,0.02,0.5,0.5,301,372,0.14,0.33,0,88.3
234,2025,11,Autumn,Streetwear,88.3,0.07030303030303031,86.29249999999999,274,0.51,2008.69,4.08,0.17,0.46,0.1,0.36,0.08,0.56,0.46,0.54,285,383,0.16,0.11,2,79.28
235,2025,11,Autumn,Streetwear,79.28,-0.10215175537938836,84.3775,259,0.72,1817.79,3.83,0.11,0.25,0.02,0.43,0.32,0.25,0.25,0.75,290,365,0.14,0.09,0,83.3
236,2025,11,Autumn,Streetwear,83.3,0.05070635721493444,83.345,248,0.66,6502.24,3.91,0.5,0.3,0.12,0.41,0.25,0.34,0.3,0.7,309,340,0.23,0.27,2,87.66
237,2025,12,Winter,Streetwear,87.66,0.05234093637454973,84.63499999999999,248,0.71,1699.45,4.17,0.14,0.17,0.07,0.06,0.17,0.77,0.17,0.83,303,403,0.2,0.25,2,85.97
238,2025,12,Winter,Streetwear,85.97,-0.019279032626055237,84.0525,267,0.37,2027.51,3.9,0.13,0.09,0.08,0.69,0.06,0.25,0.09,0.91,298,363,0.09,0.2,1,87.7
239,2025,12,Winter,Streetwear,87.7,0.02012329882517161,86.1575,279,0.69,1858.59,4.02,0.05,0.2,0.07,0.21,0.23,0.56,0.2,0.8,337,408,0.16,0.34,1,82.6
1,2021,1,Winter,TShirt,52.78,0.0,52.8675,161,0.6,694.05,4.25,0.45,0.31,0.26,0.39,0.1,0.51,0.31,0.69,259,305,0.12,0.15,1,46.22
2,2021,1,Winter,TShirt,46.22,-0.12428950359984847,52.8675,136,0.34,1174.4,3.13,0.3,0.12,0.13,0.17,0.46,0.37,0.12,0.88,274,261,0.31,0.3,0,54.42
3,2021,1,Winter,TShirt,54.42,0.17741237559498058,52.8675,165,0.32,365.83,4.59,0.09,0.44,0.13,0.61,0.26,0.13,0.44,0.56,248,289,0.19,0.1,2,58.05
4,2021,1,Winter,TShirt,58.05,0.06670341786108036,52.8675,191,0.43,918.05,3.86,0.5,0.61,0.35,0.26,0.42,0.32,0.61,0.39,245,274,0.24,0.16,2,52.81
5,2021,2,Winter,TShirt,52.81,-0.09026701119724367,52.875,144,0.48,900.21,4.17,0.21,0.42,0.2,0.27,0.16,0.57,0.42,0.58,246,341,0.28,0.18,0,51.62
6,2021,2,Winter,TShirt,51.62,-0.022533611058511704,54.225,152,0.5,719.34,4.1,0.09,0.7,0.01,0.23,0.22,0.55,0.7,0.3,281,326,0.2,0.13,1,55.14
7,2021,2,Winter,TShirt,55.14,0.06819062378922913,54.405,175,0.67,662.37,4.78,0.19,0.28,0.07,0.38,0.56,0.06,0.28,0.72,254,288,0.15,0.43,2,47.42
8,2021,2,Winter,TShirt,47.42,-0.14000725426187888,51.7475,140,0.55,558.06,4.28,0.11,0.21,0.22,0.31,0.27,0.42,0.21,0.79,215,268,0.19,0.15,0,48.61
9,2021,3,Summer,TShirt,48.61,0.02509489666807241,50.6975,171,0.77,687.15,4.16,0.35,0.15,0.01,0.29,0.73,0.0,0.15,0.85,209,309,0.13,0.21,1,54.22
